OBJECTID,Identifier,OccurrenceDate,DayofWeek,OccurrenceMonth,OccurrenceDay,OccurrenceYear,OccurrenceHour,CompStatMonth,CompStatDay,CompStatYear,Offense,OffenseClassification,Sector,Precinct,Borough,Jurisdiction,XCoordinate,YCoordinate,Latitude,Longitude
183,2.0159E+14,7/19/2015,Sunday,Jul,19,2015,700,Jul,19,2015,MURDER,FELONY,,120,Staten Island,NYPD,956627,163469,40.6153262,-74.09949614
184,2.0159E+14,7/19/2015,Sunday,Jul,19,2015,2300,Jul,19,2015,MURDER,FELONY,,112,Queens,NYPD,1028480,202596,40.72265359,-73.84043373
185,2.0159E+14,7/22/2015,Wednesday,Jul,22,2015,300,Jul,22,2015,MURDER,FELONY,,88,Brooklyn,NYPD,994820,188402,40.68379864,-73.9618905
186,2.0159E+14,7/23/2015,Thursday,Jul,23,2015,800,Jul,23,2015,MURDER,FELONY,,40,Bronx,NYPD,1009563,236603,40.81606827,-73.90855208
187,2.0159E+14,7/23/2015,Thursday,Jul,23,2015,1600,Jul,23,2015,MURDER,FELONY,,44,Bronx,NYPD,1008544,246212,40.84244507,-73.91219867
188,2.0159E+14,7/23/2015,Thursday,Jul,23,2015,1600,Jul,23,2015,MURDER,FELONY,,44,Bronx,NYPD,1008544,246212,40.84244507,-73.91219867
189,2.0159E+14,7/23/2015,Thursday,Jul,23,2015,1600,Jul,23,2015,MURDER,FELONY,,90,Brooklyn,NYPD,1000847,197758,40.70946943,-73.94013664
190,2.0159E+14,7/24/2015,Friday,Jul,24,2015,900,Jul,24,2015,MURDER,FELONY,,32,Manhattan,NYPD,1001808,236451,40.81566989,-73.93656929
191,2.0159E+14,7/25/2015,Saturday,Jul,25,2015,500,Jul,25,2015,MURDER,FELONY,,73,Brooklyn,NYPD,1009968,182503,40.66757617,-73.90729576
192,2.0159E+14,7/26/2015,Sunday,Jul,26,2015,500,Jul,26,2015,MURDER,FELONY,,47,Bronx,NYPD,1029334,256736,40.87124859,-73.83698932
193,2.0159E+14,8/1/2015,Saturday,Aug,1,2015,100,Aug,1,2015,MURDER,FELONY,,63,Brooklyn,NYPD-HOUSING BUREAU,1005702,170406,40.63438391,-73.92271188
194,2.0159E+14,8/2/2015,Sunday,Aug,2,2015,100,Aug,2,2015,MURDER,FELONY,,43,Bronx,NYPD,1023203,238742,40.8218896,-73.85926192
195,2.0159E+14,8/2/2015,Sunday,Aug,2,2015,200,Aug,2,2015,MURDER,FELONY,,88,Brooklyn,NYPD-HOUSING BUREAU,991348,192045,40.6938013,-73.97440522
196,2.0159E+14,8/5/2015,Wednesday,Aug,5,2015,100,Aug,5,2015,MURDER,FELONY,,105,Queens,NYPD,1054174,200066,40.71554359,-73.74776469
197,2.0159E+14,8/7/2015,Friday,Aug,7,2015,400,Aug,7,2015,MURDER,FELONY,,102,Queens,NYPD,1029927,194772,40.70117125,-73.83526651
198,2.0159E+14,8/7/2015,Friday,Aug,7,2015,1800,Aug,7,2015,MURDER,FELONY,,63,Brooklyn,NYPD-HOUSING BUREAU,1006294,171273,40.63676218,-73.92057613
199,2.0159E+14,8/8/2015,Saturday,Aug,8,2015,2000,Aug,8,2015,MURDER,FELONY,,73,Brooklyn,NYPD,1010289,185605,40.67608952,-73.90612667
200,2.0159E+14,8/13/2015,Thursday,Aug,13,2015,2000,Aug,13,2015,MURDER,FELONY,,73,Brooklyn,NYPD,1007755,180038,40.66081644,-73.91528155
201,2.0159E+14,8/14/2015,Friday,Aug,14,2015,400,Aug,14,2015,MURDER,FELONY,,73,Brooklyn,NYPD-HOUSING BUREAU,1009910,184163,40.67213267,-73.90749852
202,2.0159E+14,8/15/2015,Saturday,Aug,15,2015,700,Aug,15,2015,MURDER,FELONY,,81,Brooklyn,NYPD,1001019,190844,40.6904918,-73.93953346
203,2.0159E+14,8/16/2015,Sunday,Aug,16,2015,200,Aug,16,2015,MURDER,FELONY,,33,Manhattan,NYPD,1001078,243677,40.83550462,-73.93918846
204,2.0159E+14,8/16/2015,Sunday,Aug,16,2015,300,Aug,16,2015,MURDER,FELONY,,83,Brooklyn,NYPD,1009741,192204,40.69420386,-73.90807734
205,2.0159E+14,8/16/2015,Sunday,Aug,16,2015,400,Aug,16,2015,MURDER,FELONY,,103,Queens,NYPD,1047650,196031,40.70451767,-73.77133659
206,2.0159E+14,8/16/2015,Sunday,Aug,16,2015,2200,Aug,16,2015,MURDER,FELONY,,69,Brooklyn,NYPD,1010641,175525,40.64842112,-73.90489711
207,2.0159E+14,8/17/2015,Monday,Aug,17,2015,600,Aug,17,2015,MURDER,FELONY,,83,Brooklyn,NYPD,1007032,193358,40.69737871,-73.91784246
208,2.0159E+14,8/21/2015,Friday,Aug,21,2015,800,Aug,21,2015,MURDER,FELONY,,25,Manhattan,NYPD,1001797,232216,40.80404601,-73.9366201
209,2.0159E+14,8/21/2015,Friday,Aug,21,2015,1700,Aug,21,2015,MURDER,FELONY,,1,Manhattan,NYPD,982761,204595,40.7282508,-74.00537373
210,2.0159E+14,8/22/2015,Saturday,Aug,22,2015,100,Aug,22,2015,MURDER,FELONY,,42,Bronx,NYPD,1010749,242580,40.83246995,-73.90424377
211,2.0159E+14,8/22/2015,Saturday,Aug,22,2015,400,Aug,22,2015,MURDER,FELONY,,77,Brooklyn,NYPD,1003437,184082,40.67192673,-73.93083355
212,2.0159E+14,8/22/2015,Saturday,Aug,22,2015,600,Aug,22,2015,MURDER,FELONY,,52,Bronx,NYPD,1014613,255957,40.86917339,-73.89022012
213,2.0159E+14,8/22/2015,Saturday,Aug,22,2015,700,Aug,22,2015,MURDER,FELONY,,83,Brooklyn,NYPD,1005154,194759,40.70122876,-73.92461076
214,2.0159E+14,8/23/2015,Sunday,Aug,23,2015,2100,Aug,23,2015,MURDER,FELONY,,70,Brooklyn,NYPD,997240,170490,40.63463092,-73.95319951
215,2.0159E+14,8/24/2015,Monday,Aug,24,2015,0,Aug,24,2015,MURDER,FELONY,,90,Brooklyn,NYPD-HOUSING BUREAU,999673,195713,40.70385852,-73.9443759
216,2.0159E+14,8/24/2015,Monday,Aug,24,2015,400,Aug,24,2015,MURDER,FELONY,,83,Brooklyn,NYPD,1008637,194204,40.6996965,-73.91205127
217,2.0159E+14,8/25/2015,Tuesday,Aug,25,2015,1100,Aug,25,2015,MURDER,FELONY,,50,Bronx,NYPD,1011816,263294,40.88932035,-73.90030284
218,2.0159E+14,8/26/2015,Wednesday,Aug,26,2015,1300,Aug,26,2015,MURDER,FELONY,,46,Bronx,NYPD,1011330,249447,40.85131609,-73.90211652
219,2.0159E+14,8/26/2015,Wednesday,Aug,26,2015,2200,Aug,26,2015,MURDER,FELONY,,61,Brooklyn,NYPD-HOUSING BUREAU,1002258,156234,40.59549237,-73.93515808
220,2.0159E+14,8/28/2015,Friday,Aug,28,2015,100,Aug,28,2015,MURDER,FELONY,,71,Brooklyn,NYPD,995198,179420,40.6591446,-73.96054218
221,2.0159E+14,8/28/2015,Friday,Aug,28,2015,2200,Aug,28,2015,MURDER,FELONY,,7,Manhattan,NYPD,987521,201066,40.71856407,-73.98820145
222,2.0159E+14,8/29/2015,Saturday,Aug,29,2015,500,Aug,29,2015,MURDER,FELONY,,114,Queens,NYPD,1003632,220861,40.77287575,-73.93002468
223,2.0159E+14,8/30/2015,Sunday,Aug,30,2015,2000,Aug,30,2015,MURDER,FELONY,,43,Bronx,NYPD,1018791,240921,40.82788869,-73.8751915
224,2.0159E+14,8/30/2015,Sunday,Aug,30,2015,2000,Aug,30,2015,MURDER,FELONY,,101,Queens,NYPD,1051030,156181,40.59511361,-73.75954053
225,2.0159E+14,8/31/2015,Monday,Aug,31,2015,2100,Aug,31,2015,MURDER,FELONY,,70,Brooklyn,NYPD,998093,169824,40.6328016,-73.95012759
226,2.0159E+14,9/1/2015,Tuesday,Sep,1,2015,300,Sep,1,2015,MURDER,FELONY,,41,Bronx,NYPD,1012244,239768,40.82474721,-73.89885313
227,2.0159E+14,9/4/2015,Friday,Sep,4,2015,0,Sep,4,2015,MURDER,FELONY,,77,Brooklyn,NYPD,1003090,184597,40.67334104,-73.93208303
228,2.0159E+14,9/4/2015,Friday,Sep,4,2015,500,Sep,5,2015,MURDER,FELONY,,71,Brooklyn,NYPD,998749,181383,40.6645275,-73.94773929
229,2.0159E+14,9/5/2015,Saturday,Sep,5,2015,1600,Sep,5,2015,MURDER,FELONY,,115,Queens,NYPD,1014705,212607,40.75018944,-73.89008415
230,2.0159E+14,9/5/2015,Saturday,Sep,5,2015,2000,Sep,5,2015,MURDER,FELONY,,77,Brooklyn,NYPD,994856,184939,40.67429344,-73.96176615
231,2.0159E+14,9/7/2015,Monday,Sep,7,2015,200,Sep,7,2015,MURDER,FELONY,,77,Brooklyn,NYPD,992870,184447,40.67294517,-73.96892643
232,2.0159E+14,9/7/2015,Monday,Sep,7,2015,300,Sep,7,2015,MURDER,FELONY,,71,Brooklyn,NYPD,996149,181562,40.66502269,-73.95711076
233,2.0159E+14,9/8/2015,Tuesday,Sep,8,2015,1200,Sep,8,2015,MURDER,FELONY,,14,Manhattan,NYPD,992127,216409,40.7606739,-73.97156754
234,2.0159E+14,9/8/2015,Tuesday,Sep,8,2015,1600,Sep,8,2015,MURDER,FELONY,,14,Manhattan,NYPD,986962,214020,40.75411979,-73.9902128
235,2.0159E+14,9/9/2015,Wednesday,Sep,9,2015,1900,Sep,9,2015,MURDER,FELONY,,77,Brooklyn,NYPD,1001196,185003,40.67445925,-73.9389099
236,2.0159E+14,9/10/2015,Thursday,Sep,10,2015,2300,Sep,10,2015,MURDER,FELONY,,109,Queens,NYPD,1036223,223039,40.77872224,-73.81234155
237,2.0159E+14,9/11/2015,Friday,Sep,11,2015,1200,Sep,11,2015,MURDER,FELONY,,101,Queens,NYPD,1051481,157479,40.59867294,-73.75790367
238,2.0159E+14,9/12/2015,Saturday,Sep,12,2015,500,Sep,12,2015,MURDER,FELONY,,61,Brooklyn,NYPD,990058,155329,40.59302472,-73.97908872
239,2.0159E+14,9/14/2015,Monday,Sep,14,2015,2100,Sep,14,2015,MURDER,FELONY,,72,Brooklyn,NYPD,982447,173132,40.64189198,-74.00649821
240,2.0159E+14,9/14/2015,Monday,Sep,14,2015,2100,Sep,14,2015,MURDER,FELONY,,40,Bronx,NYPD-HOUSING BUREAU,1008836,237829,40.81943534,-73.91117405
241,2.0159E+14,9/15/2015,Tuesday,Sep,15,2015,1500,Sep,15,2015,MURDER,FELONY,,40,Bronx,NYPD-HOUSING BUREAU,1006566,238688,40.82179908,-73.91937254
242,2.0159E+14,9/16/2015,Wednesday,Sep,16,2015,1700,Sep,16,2015,MURDER,FELONY,,46,Bronx,NYPD,1008839,248756,40.84942679,-73.91112316
243,2.0159E+14,9/17/2015,Thursday,Sep,17,2015,0,Sep,17,2015,MURDER,FELONY,,75,Brooklyn,NYPD,1017141,183798,40.67110691,-73.88143296
244,2.0159E+14,9/19/2015,Saturday,Sep,19,2015,1700,Sep,19,2015,MURDER,FELONY,,70,Brooklyn,NYPD,994906,176068,40.64994445,-73.96159991
245,2.0159E+14,9/19/2015,Saturday,Sep,19,2015,1900,Sep,19,2015,MURDER,FELONY,,48,Bronx,NYPD,1014658,247117,40.8449101,-73.89009752
246,2.0159E+14,9/19/2015,Saturday,Sep,19,2015,2200,Sep,19,2015,MURDER,FELONY,,23,Manhattan,NYPD,1001666,229217,40.79581483,-73.93710107
247,2.0159E+14,9/20/2015,Sunday,Sep,20,2015,100,Sep,20,2015,MURDER,FELONY,,88,Brooklyn,NYPD,989209,192197,40.69421996,-73.9821186
248,2.0159E+14,9/20/2015,Sunday,Sep,20,2015,100,Sep,20,2015,MURDER,FELONY,,88,Brooklyn,NYPD,989209,192197,40.69421996,-73.9821186
249,2.0159E+14,9/20/2015,Sunday,Sep,20,2015,100,Sep,20,2015,MURDER,FELONY,,88,Brooklyn,NYPD,989209,192197,40.69421996,-73.9821186
250,2.0159E+14,9/20/2015,Sunday,Sep,20,2015,1400,Sep,20,2015,MURDER,FELONY,,52,Bronx,NYPD,1013912,254446,40.86502854,-73.89276136
251,2.0159E+14,9/21/2015,Monday,Sep,21,2015,100,Sep,21,2015,MURDER,FELONY,,48,Bronx,NYPD,1011779,246746,40.84390126,-73.90050463
252,2.0159E+14,9/26/2015,Saturday,Sep,26,2015,200,Sep,26,2015,MURDER,FELONY,,42,Bronx,NYPD,1010042,241269,40.82887373,-73.90680365
253,2.0159E+14,9/26/2015,Saturday,Sep,26,2015,500,Sep,26,2015,MURDER,FELONY,,5,Manhattan,NYPD-HOUSING BUREAU,985237,197940,40.70998449,-73.99644134
254,2.0159E+14,9/27/2015,Sunday,Sep,27,2015,1600,Sep,27,2015,MURDER,FELONY,,25,Manhattan,NYPD-HOUSING BUREAU,1002451,231382,40.80175558,-73.93426006
255,2.0159E+14,9/28/2015,Monday,Sep,28,2015,300,Sep,28,2015,MURDER,FELONY,,114,Queens,NYPD,1008435,218626,40.76672942,-73.91269199
256,2.0159E+14,9/28/2015,Monday,Sep,28,2015,1400,Sep,28,2015,MURDER,FELONY,,52,Bronx,NYPD,1009018,252729,40.86033098,-73.91046148
257,2.0159E+14,9/30/2015,Wednesday,Sep,30,2015,2000,Sep,30,2015,MURDER,FELONY,,45,Bronx,NYPD,1025713,244278,40.83707289,-73.85015894
258,2.01511E+14,1/1/1975,Wednesday,Jan,1,1975,0,Apr,9,2015,RAPE,FELONY,F,104,Queens,NYPD,1013764,195875,40.70426739,-73.89355376
259,2.01511E+14,1/1/1993,Friday,Jan,1,1993,0,Jan,17,2015,RAPE,FELONY,E,100,Queens,NYPD,1035212,152992,40.58646553,-73.81652172
260,2.01508E+14,8/13/1999,Friday,Aug,13,1999,1800,May,5,2015,RAPE,FELONY,N,67,Brooklyn,NYPD,998032,175598,40.64865009,-73.95033556
261,2.01508E+14,2/1/2000,Tuesday,Feb,1,2000,0,Jul,27,2015,RAPE,FELONY,H,67,Brooklyn,NYPD,998032,175598,40.64865009,-73.95033556
262,2.01512E+14,7/1/2000,Saturday,Jul,1,2000,300,Jun,29,2015,RAPE,FELONY,B,108,Queens,NYPD,996793,210001,40.74308017,-73.95473646
263,2.01508E+14,1/1/2001,Monday,Jan,1,2001,0,Feb,27,2015,RAPE,FELONY,E,72,Brooklyn,NYPD,983964,179071,40.65819343,-74.00103224
264,2.01509E+14,11/1/2001,Thursday,Nov,1,2001,2000,Jun,11,2015,RAPE,FELONY,G,76,Brooklyn,NYPD,984160,188429,40.68387906,-74.00032595
265,2.01503E+14,6/1/2003,Sunday,Jun,1,2003,0,Mar,1,2015,RAPE,FELONY,B,25,Manhattan,NYPD,1000555,230994,40.80069433,-73.94110929
266,2.01408E+14,8/16/2003,Saturday,Aug,16,2003,0,Mar,4,2015,RAPE,FELONY,I,70,Brooklyn,NYPD,991547,168934,40.63036655,-73.97371261
267,2.01508E+14,10/1/2003,Wednesday,Oct,1,2003,0,Jul,27,2015,RAPE,FELONY,C,72,Brooklyn,NYPD,983964,179071,40.65819343,-74.00103224
268,2.01503E+14,10/1/2003,Wednesday,Oct,1,2003,1500,Apr,6,2015,RAPE,FELONY,A,17,Manhattan,NYPD,992411,215025,40.75687491,-73.97054406
269,2.01511E+14,1/1/2004,Thursday,Jan,1,2004,0,May,5,2015,RAPE,FELONY,A,100,Queens,NYPD,1035212,152992,40.58646553,-73.81652172
270,2.01511E+14,7/1/2004,Thursday,Jul,1,2004,2200,Jul,18,2015,RAPE,FELONY,E,105,Queens,NYPD,1057636,203954,40.72618713,-73.7352339
271,2.01509E+14,7/2/2004,Friday,Jul,2,2004,800,Jan,21,2015,RAPE,FELONY,F,83,Brooklyn,NYPD,1006965,193571,40.69796352,-73.91808336
272,2.01503E+14,1/1/2005,Saturday,Jan,1,2005,0,Jul,20,2015,RAPE,FELONY,B,25,Manhattan,NYPD,1000555,230994,40.80069433,-73.94110929
273,2.01508E+14,1/1/2005,Saturday,Jan,1,2005,0,Jul,11,2015,RAPE,FELONY,H,72,Brooklyn,NYPD,983964,179071,40.65819343,-74.00103224
274,2.01505E+14,6/15/2005,Wednesday,Jun,15,2005,1200,Jan,6,2015,RAPE,FELONY,D,44,Bronx,NYPD,1006434,244344,40.83732351,-73.91983076
275,2.01502E+14,9/15/2005,Thursday,Sep,15,2005,1500,Feb,25,2015,RAPE,FELONY,F,6,Manhattan,NYPD,982752,206772,40.73422613,-74.00540669
276,2.01503E+14,12/1/2005,Thursday,Dec,1,2005,1400,Mar,14,2015,RAPE,FELONY,B,23,Manhattan,NYPD,998730,226827,40.78926022,-73.94771
277,2.01507E+14,1/1/2006,Sunday,Jan,1,2006,0,Apr,28,2015,RAPE,FELONY,H,60,Brooklyn,NYPD,990922,149184,40.5761573,-73.9759838
278,2.01508E+14,1/1/2006,Sunday,Jan,1,2006,800,Jul,2,2015,RAPE,FELONY,M,67,Brooklyn,NYPD,998032,175598,40.64865009,-73.95033556
279,2.01507E+14,1/1/2006,Sunday,Jan,1,2006,1200,Jun,26,2015,RAPE,FELONY,E,61,Brooklyn,NYPD-HOUSING BUREAU,995244,155739,40.59414517,-73.96041495
280,2.01509E+14,7/7/2006,Friday,Jul,7,2006,0,Mar,26,2015,RAPE,FELONY,J,83,Brooklyn,NYPD,1006965,193571,40.69796352,-73.91808336
281,2.01511E+14,11/23/2006,Thursday,Nov,23,2006,0,Jan,9,2015,RAPE,FELONY,E,100,Queens,NYPD,1035212,152992,40.58646553,-73.81652172
282,2.01506E+14,1/1/2007,Monday,Jan,1,2007,0,May,14,2015,RAPE,FELONY,A,47,Bronx,NYPD,1026387,262634,40.88745131,-73.84760779
283,2.01509E+14,1/1/2007,Monday,Jan,1,2007,1200,Jul,20,2015,RAPE,FELONY,M,79,Brooklyn,NYPD,999634,190253,40.68887215,-73.94452903
284,2.01502E+14,4/1/2007,Sunday,Apr,1,2007,2000,Aug,12,2015,RAPE,FELONY,D,14,Manhattan,NYPD,985679,213954,40.75393894,-73.99484366
285,2.01512E+14,5/15/2007,Tuesday,May,15,2007,2100,May,19,2015,RAPE,FELONY,P,113,Queens,NYPD,1046367,186986,40.67970041,-73.77604737
286,2.0151E+14,7/10/2007,Tuesday,Jul,10,2007,1700,Jul,29,2015,RAPE,FELONY,C,88,Brooklyn,NYPD,995188,190691,40.69008097,-73.96055993
287,2.01503E+14,12/1/2007,Saturday,Dec,1,2007,0,Feb,4,2015,RAPE,FELONY,B,25,Manhattan,NYPD,1000555,230994,40.80069433,-73.94110929
288,2.01508E+14,1/1/2008,Tuesday,Jan,1,2008,0,Apr,28,2015,RAPE,FELONY,E,75,Brooklyn,NYPD-HOUSING BUREAU,1017141,183798,40.67110691,-73.88143296
289,2.01511E+14,6/1/2008,Sunday,Jun,1,2008,2200,Aug,4,2015,RAPE,FELONY,A,100,Queens,NYPD,1035212,152992,40.58646553,-73.81652172
290,2.01509E+14,7/1/2008,Tuesday,Jul,1,2008,0,May,24,2015,RAPE,FELONY,B,83,Brooklyn,NYPD,1006965,193571,40.69796352,-73.91808336
291,2.01505E+14,1/1/2009,Thursday,Jan,1,2009,0,Jul,19,2015,RAPE,FELONY,F,43,Bronx,NYPD,1020316,239179,40.8231013,-73.86969046
292,2.01507E+14,1/1/2009,Thursday,Jan,1,2009,0,Apr,28,2015,RAPE,FELONY,H,60,Brooklyn,NYPD,990922,149184,40.5761573,-73.9759838
293,2.01505E+14,6/1/2009,Monday,Jun,1,2009,1200,Jul,29,2015,RAPE,FELONY,B,42,Bronx,NYPD-HOUSING BUREAU,1008798,238971,40.82256992,-73.91130717
294,2.01506E+14,7/1/2009,Wednesday,Jul,1,2009,800,Jun,8,2015,RAPE,FELONY,E,48,Bronx,NYPD,1011779,246746,40.84390126,-73.90050463
295,2.01508E+14,10/1/2009,Thursday,Oct,1,2009,1700,Jul,2,2015,RAPE,FELONY,D,70,Brooklyn,NYPD,991547,168934,40.63036655,-73.97371261
296,2.01504E+14,10/24/2009,Saturday,Oct,24,2009,0,Mar,10,2015,RAPE,FELONY,D,28,Manhattan,NYPD-HOUSING BUREAU,997376,233927,40.8087499,-73.95258581
297,2.01507E+14,1/1/2010,Friday,Jan,1,2010,0,Apr,13,2015,RAPE,FELONY,F,62,Brooklyn,NYPD,983393,158818,40.60260318,-74.00308766
298,2.01503E+14,1/1/2010,Friday,Jan,1,2010,700,Aug,11,2015,RAPE,FELONY,H,19,Manhattan,NYPD,994276,218779,40.76717676,-73.96380668
299,2.01502E+14,1/1/2010,Friday,Jan,1,2010,900,Feb,4,2015,RAPE,FELONY,A,9,Manhattan,NYPD-HOUSING BUREAU,987624,203977,40.72655402,-73.98782843
300,2.01508E+14,1/5/2010,Tuesday,Jan,5,2010,2300,Apr,15,2015,RAPE,FELONY,,72,Brooklyn,NYPD,983964,179071,40.65819343,-74.00103224
301,2.01503E+14,2/2/2010,Tuesday,Feb,2,2010,2000,Apr,10,2015,RAPE,FELONY,F,18,Manhattan,NYPD,988353,217918,40.76481827,-73.98518977
302,2.01508E+14,3/1/2010,Monday,Mar,1,2010,100,Jul,3,2015,RAPE,FELONY,G,72,Brooklyn,NYPD,983964,179071,40.65819343,-74.00103224
303,2.01512E+14,3/1/2010,Monday,Mar,1,2010,800,Jul,12,2015,RAPE,FELONY,I,115,Queens,NYPD,1018699,215043,40.75686098,-73.87565666
304,2.01509E+14,3/3/2010,Wednesday,Mar,3,2010,0,Jan,29,2015,RAPE,FELONY,G,77,Brooklyn,NYPD,1003606,185050,40.67458331,-73.93022154
305,2.01505E+14,3/7/2010,Sunday,Mar,7,2010,2300,Sep,29,2015,RAPE,FELONY,C,44,Bronx,NYPD-HOUSING BUREAU,1006434,244344,40.83732351,-73.91983076
306,2.01502E+14,6/1/2010,Tuesday,Jun,1,2010,0,Jul,29,2015,RAPE,FELONY,A,9,Manhattan,NYPD-HOUSING BUREAU,987624,203977,40.72655402,-73.98782843
307,2.01508E+14,6/1/2010,Tuesday,Jun,1,2010,0,Sep,3,2015,RAPE,FELONY,I,70,Brooklyn,NYPD,991547,168934,40.63036655,-73.97371261
308,2.01505E+14,6/1/2010,Tuesday,Jun,1,2010,900,Jul,2,2015,RAPE,FELONY,H,43,Bronx,NYPD,1020316,239179,40.8231013,-73.86969046
309,2.01512E+14,7/23/2010,Friday,Jul,23,2010,1700,Jul,18,2015,RAPE,FELONY,F,112,Queens,NYPD,1025420,202485,40.72236369,-73.85147389
310,2.01508E+14,9/1/2010,Wednesday,Sep,1,2010,0,Jan,5,2015,RAPE,FELONY,D,75,Brooklyn,NYPD,1017141,183798,40.67110691,-73.88143296
311,2.01503E+14,10/4/2010,Monday,Oct,4,2010,1200,Apr,24,2015,RAPE,FELONY,D,25,Manhattan,NYPD,1000555,230994,40.80069433,-73.94110929
312,2.01406E+14,10/15/2010,Friday,Oct,15,2010,0,Jan,7,2015,RAPE,FELONY,I,50,Bronx,NYPD,1011257,261130,40.88338258,-73.90233331
313,2.01513E+14,11/1/2010,Monday,Nov,1,2010,2300,Feb,5,2015,RAPE,FELONY,J,120,Staten Island,NYPD,962748,174174,40.64472613,-74.07748316
314,2.01505E+14,1/1/2011,Saturday,Jan,1,2011,0,Jan,9,2015,RAPE,FELONY,A,43,Bronx,NYPD-HOUSING BUREAU,1020316,239179,40.8231013,-73.86969046
315,2.01512E+14,1/1/2011,Saturday,Jan,1,2011,0,Mar,23,2015,RAPE,FELONY,H,110,Queens,NYPD,1020255,210816,40.74525274,-73.87006287
316,2.01504E+14,1/1/2011,Saturday,Jan,1,2011,0,Apr,28,2015,RAPE,FELONY,D,34,Manhattan,NYPD,1002106,249501,40.85148777,-73.93545797
317,2.01503E+14,1/1/2011,Saturday,Jan,1,2011,0,May,2,2015,RAPE,FELONY,E,23,Manhattan,NYPD,998730,226827,40.78926022,-73.94771
318,2.01506E+14,1/6/2011,Thursday,Jan,6,2011,0,Feb,5,2015,RAPE,FELONY,D,46,Bronx,NYPD,1011881,250411,40.85396027,-73.90012088
319,2.01512E+14,5/17/2011,Tuesday,May,17,2011,900,Jan,8,2015,RAPE,FELONY,,110,Queens,NYPD,1020255,210816,40.74525274,-73.87006287
320,2.01512E+14,6/1/2011,Wednesday,Jun,1,2011,800,Feb,27,2015,RAPE,FELONY,C,112,Queens,NYPD,1025420,202485,40.72236369,-73.85147389
321,2.01511E+14,6/1/2011,Wednesday,Jun,1,2011,1200,Jun,22,2015,RAPE,FELONY,M,105,Queens,NYPD,1057636,203954,40.72618713,-73.7352339
322,2.01511E+14,7/27/2011,Wednesday,Jul,27,2011,2100,Jul,29,2015,RAPE,FELONY,I,105,Queens,NYPD,1057636,203954,40.72618713,-73.7352339
323,2.01506E+14,7/29/2011,Friday,Jul,29,2011,0,Aug,2,2015,RAPE,FELONY,C,47,Bronx,NYPD,1026387,262634,40.88745131,-73.84760779
324,2.01512E+14,8/3/2011,Wednesday,Aug,3,2011,1200,Jan,19,2015,RAPE,FELONY,B,107,Queens,NYPD,1036790,205267,40.72993936,-73.81043314
325,2.01508E+14,8/18/2011,Thursday,Aug,18,2011,0,Apr,19,2015,RAPE,FELONY,D,69,Brooklyn,NYPD,1010641,175525,40.64842112,-73.90489711
326,2.01511E+14,8/22/2011,Monday,Aug,22,2011,0,Jul,29,2015,RAPE,FELONY,I,105,Queens,NYPD,1057636,203954,40.72618713,-73.7352339
327,2.01509E+14,10/28/2011,Friday,Oct,28,2011,1700,Jun,15,2015,RAPE,FELONY,E,77,Brooklyn,NYPD,1003606,185050,40.67458331,-73.93022154
328,2.01512E+14,10/31/2011,Monday,Oct,31,2011,1600,Sep,18,2015,RAPE,FELONY,D,113,Queens,NYPD,1046367,186986,40.67970041,-73.77604737
329,2.01507E+14,11/24/2011,Thursday,Nov,24,2011,0,Jan,21,2015,RAPE,FELONY,E,62,Brooklyn,NYPD,983393,158818,40.60260318,-74.00308766
330,2.01512E+14,12/31/2011,Saturday,Dec,31,2011,2300,Jan,14,2015,RAPE,FELONY,K,106,Queens,NYPD,1028713,187853,40.6821864,-73.83969048
331,2.01512E+14,1/1/2012,Sunday,Jan,1,2012,0,Mar,3,2015,RAPE,FELONY,F,106,Queens,NYPD,1028713,187853,40.6821864,-73.83969048
332,2.01512E+14,1/1/2012,Sunday,Jan,1,2012,2200,Jan,5,2015,RAPE,FELONY,C,115,Queens,NYPD,1018699,215043,40.75686098,-73.87565666
333,2.01506E+14,2/1/2012,Wednesday,Feb,1,2012,0,May,2,2015,RAPE,FELONY,H,46,Bronx,NYPD,1011881,250411,40.85396027,-73.90012088
334,2.01511E+14,2/10/2012,Friday,Feb,10,2012,2200,Feb,11,2015,RAPE,FELONY,E,101,Queens,NYPD,1053678,159044,40.60295159,-73.74997626
335,2.01505E+14,3/24/2012,Saturday,Mar,24,2012,0,Mar,7,2015,RAPE,FELONY,G,40,Bronx,NYPD-HOUSING BUREAU,1004926,234532,40.81039602,-73.92531074
336,2.01506E+14,4/1/2012,Sunday,Apr,1,2012,200,Aug,30,2015,RAPE,FELONY,B,48,Bronx,NYPD,1011779,246746,40.84390126,-73.90050463
337,2.01504E+14,4/1/2012,Sunday,Apr,1,2012,1200,Aug,20,2015,RAPE,FELONY,A,34,Manhattan,NYPD,1002106,249501,40.85148777,-73.93545797
338,2.01508E+14,5/15/2012,Tuesday,May,15,2012,500,Aug,9,2015,RAPE,FELONY,A,70,Brooklyn,NYPD,991547,168934,40.63036655,-73.97371261
339,2.01503E+14,6/1/2012,Friday,Jun,1,2012,1900,Mar,3,2015,RAPE,FELONY,F,23,Manhattan,NYPD,998730,226827,40.78926022,-73.94771
